week_start,store_name,product_name,category,units_sold,expected_units,deviation_units,anomaly_type,z_score,if_score
2022-11-28,Bengaluru South,Parle-G Biscuits,Snacks,2357,2675.75,-318.8,IsoForest,0.6033639687395269,-0.06526390696804163
2024-02-19,Delhi North,Parle-G Biscuits,Snacks,1796,1955.0,-159.0,IsoForest,-0.6020088513673724,-0.015614198237634769
2025-09-01,Pune East,Parle-G Biscuits,Snacks,1831,2412.5,-581.5,IsoForest,-0.5958840995039747,-0.07620973030349432
2024-07-08,Mumbai Central,Parle-G Biscuits,Snacks,1807,1746.5,60.5,IsoForest,-0.5946311631534489,-0.05817431003113216
2022-12-05,Delhi North,Parle-G Biscuits,Snacks,1803,2586.5,-783.5,IsoForest,-0.5871263534721658,-0.08439679402064593
2024-08-05,Bengaluru South,Parle-G Biscuits,Snacks,2349,1969.0,380.0,IsoForest,0.5865415532542241,-0.08207837009998953
2022-12-12,Delhi North,Parle-G Biscuits,Snacks,2355,2280.0,75.0,IsoForest,0.5864649091212677,-0.08845918202999248
2023-12-04,Delhi North,Parle-G Biscuits,Snacks,2354,2840.0,-486.0,IsoForest,0.584338837993381,-0.10441674843967774
2024-07-01,Mumbai Central,Parle-G Biscuits,Snacks,1813,1822.5,-9.5,IsoForest,-0.5814440542028763,-0.033572165771771356
2026-01-05,Delhi North,Parle-G Biscuits,Snacks,2348,2582.75,-234.8,IsoForest,0.571582411226061,-0.0849076500719056
2024-06-24,Chennai West,Parle-G Biscuits,Snacks,1835,2060.75,-225.8,IsoForest,-0.5618326292302653,-0.0027808128222904793
2024-08-19,Mumbai Central,Parle-G Biscuits,Snacks,2333,2153.5,179.5,IsoForest,0.5614387215134159,-0.04748669780433057
2023-08-07,Mumbai Central,Parle-G Biscuits,Snacks,2333,1895.75,437.2,IsoForest,0.5614387215134159,-0.05884530902539398
2024-08-05,Pune East,Parle-G Biscuits,Snacks,2371,2109.75,261.2,IsoForest,0.5574950837263337,-0.03233350891233211
2024-09-16,Pune East,Parle-G Biscuits,Snacks,1849,2099.5,-250.5,IsoForest,-0.5574381267296311,-0.06762808494237404
2025-06-30,Chennai West,Parle-G Biscuits,Snacks,2341,2188.25,152.8,IsoForest,0.5566063705750487,-0.01769086571552092
2024-01-22,Chennai West,Parle-G Biscuits,Snacks,2341,2144.25,196.8,IsoForest,0.5566063705750487,-0.03025719949383876
2025-01-06,Delhi North,Kurkure Snacks 200g,Snacks,1271,1240.75,30.2,IsoForest,0.5522714474040237,-0.0036723073685855923
2023-12-18,Pune East,Parle-G Biscuits,Snacks,2368,2547.5,-179.5,IsoForest,0.5510874215972765,-0.1196126658110559
2025-02-17,Bengaluru South,Parle-G Biscuits,Snacks,1809,1978.0,-169.0,IsoForest,-0.5489714920037143,-0.02002642551194256
2025-09-08,Bengaluru South,Parle-G Biscuits,Snacks,2331,2253.0,78.0,IsoForest,0.5486911184122928,-0.01771459621874072
2025-02-10,Delhi North,Parle-G Biscuits,Snacks,1822,2077.75,-255.8,IsoForest,-0.5467310020423193,-0.027056804104316434
2025-01-06,Delhi North,Parle-G Biscuits,Snacks,2335,2150.75,184.2,IsoForest,0.5439434865635345,-0.0914628934646129
2023-10-23,Delhi North,Lay's Chips 100g,Snacks,1406,1468.5,-62.5,IsoForest,0.5431857478944202,-0.0178187382667373
2025-07-14,Chennai West,Parle-G Biscuits,Snacks,2334,2261.5,72.5,IsoForest,0.541133894293157,-0.05240464698514535
2025-09-01,Delhi North,Parle-G Biscuits,Snacks,1825,2316.25,-491.2,IsoForest,-0.5403527886586593,-0.0655020520128684
2022-08-08,Bengaluru South,Parle-G Biscuits,Snacks,1815,1843.5,-28.5,IsoForest,-0.5363546803897372,-0.005294230090823082
2024-01-15,Chennai West,Parle-G Biscuits,Snacks,1847,2173.0,-326.0,IsoForest,-0.5353083841755939,-0.00875335426211521
2024-12-30,Chennai West,Parle-G Biscuits,Snacks,2331,2646.5,-315.5,IsoForest,0.5345028330294891,-0.08067903475158356
2025-03-10,Pune East,Parle-G Biscuits,Snacks,1860,1844.0,16.0,IsoForest,-0.5339433655897544,-0.01834106073137154
2024-02-12,Bengaluru South,Parle-G Biscuits,Snacks,1819,1893.25,-74.2,IsoForest,-0.5279434726470859,-0.020123727116753476
2025-07-07,Chennai West,Parle-G Biscuits,Snacks,2328,2258.0,70.0,IsoForest,0.5278717717658212,-0.0340738915049098
2023-10-16,Chennai West,Parle-G Biscuits,Snacks,2328,2239.0,89.0,IsoForest,0.5278717717658212,-0.11763550206309936
2026-01-05,Bengaluru South,Parle-G Biscuits,Snacks,2319,2642.5,-323.5,IsoForest,0.5234574951843386,-0.06820770338823623
2025-01-06,Bengaluru South,Parle-G Biscuits,Snacks,2318,2624.75,-306.8,IsoForest,0.5213546932486758,-0.07012310167637759
2024-01-22,Pune East,Parle-G Biscuits,Snacks,2354,2220.75,133.2,IsoForest,0.5211849983283425,-0.04101553646094369
2024-09-09,Delhi North,Parle-G Biscuits,Snacks,1835,2193.75,-358.8,IsoForest,-0.5190920773797928,-0.010065595088523449
2023-12-11,Chennai West,Parle-G Biscuits,Snacks,2324,2837.25,-513.2,IsoForest,0.5190303567475973,-0.11075741553624174
2026-01-26,Bengaluru South,Parle-G Biscuits,Snacks,2315,2472.25,-157.2,IsoForest,0.5150462874416872,-0.06282373063585678
2023-01-30,Delhi North,Parle-G Biscuits,Snacks,1838,1954.0,-116.0,IsoForest,-0.5127138639961328,-0.0028002790833860924
2022-12-12,Pune East,Parle-G Biscuits,Snacks,2349,2331.75,17.2,IsoForest,0.5105055614465804,-0.07146851725522763
2024-09-02,Bengaluru South,Parle-G Biscuits,Snacks,1829,2211.5,-382.5,IsoForest,-0.5069154532904573,-0.019672803210014078
2024-10-21,Chennai West,Lay's Chips 100g,Snacks,1396,1582.25,-186.2,IsoForest,0.5060392891742111,-0.0389589343643173
2024-12-30,Delhi North,Parle-G Biscuits,Snacks,2317,2276.75,40.2,IsoForest,0.5056742062615748,-0.09526679019412299
2024-07-29,Mumbai Central,Parle-G Biscuits,Snacks,1848,1865.75,-17.8,IsoForest,-0.5045192519912027,-0.007805005775056828
2024-01-15,Mumbai Central,Parle-G Biscuits,Snacks,2307,2228.0,79.0,IsoForest,0.5042945827276013,-0.04329394994580882
2024-05-27,Pune East,Parle-G Biscuits,Snacks,1874,1821.75,52.2,IsoForest,-0.5040409423208205,-0.015828048242332637
2025-12-15,Delhi North,Parle-G Biscuits,Snacks,2316,3036.75,-720.8,IsoForest,0.5035481351336881,-0.10041887541611039
2024-09-23,Mumbai Central,Parle-G Biscuits,Snacks,1849,1826.5,22.5,IsoForest,-0.5023214004994406,-0.0635418538654382
2025-01-13,Pune East,Parle-G Biscuits,Snacks,2345,2522.25,-177.2,IsoForest,0.5019620119411707,-0.053436570401219186
2022-12-05,Chennai West,Parle-G Biscuits,Snacks,2316,2633.75,-317.8,IsoForest,0.5013475267111498,-0.08091796071087043
2023-12-11,Delhi North,Kurkure Snacks 200g,Snacks,1258,1475.25,-217.2,IsoForest,0.49966474588134907,-0.018546336817775733
2025-08-18,Chennai West,Parle-G Biscuits,Snacks,2315,2291.25,23.8,IsoForest,0.49913717295659377,-0.04128125527315596
2025-06-09,Chennai West,Parle-G Biscuits,Snacks,2314,1828.5,485.5,IsoForest,0.49692681920203785,-0.008879224872695324
2025-02-10,Chennai West,Parle-G Biscuits,Snacks,1865,1933.5,-68.5,IsoForest,-0.49552201659358663,-0.08664526546409246
2023-01-02,Chennai West,Parle-G Biscuits,Snacks,1865,2382.0,-517.0,IsoForest,-0.49552201659358663,-0.030921642307351838
2025-12-22,Mumbai Central,Parle-G Biscuits,Snacks,2302,2890.0,-588.0,IsoForest,0.49330532526879073,-0.07762821090198058
2023-10-23,Bengaluru South,Kurkure Snacks 200g,Snacks,1289,1370.0,-81.0,IsoForest,0.4912179015253752,-0.0066991901818196364
2025-07-21,Chennai West,Parle-G Biscuits,Snacks,2311,2282.25,28.8,IsoForest,0.49029575793836994,-0.03400905567173007
2023-06-12,Pune East,Parle-G Biscuits,Snacks,1882,1711.75,170.2,IsoForest,-0.48695384331000113,-0.017037704327277248
2024-12-09,Chennai West,Parle-G Biscuits,Snacks,2309,2896.25,-587.2,IsoForest,0.48587505042925805,-0.07809492276161922
2025-04-28,Chennai West,Parle-G Biscuits,Snacks,1870,2066.5,-196.5,IsoForest,-0.4844702478208069,-0.04630735075918324
2024-08-19,Delhi North,Parle-G Biscuits,Snacks,2306,1937.75,368.2,IsoForest,0.4822874238548216,-0.011615810362671564
2025-07-21,Mumbai Central,Parle-G Biscuits,Snacks,2295,2143.75,151.2,IsoForest,0.47792036482645606,-0.006610319334130921
2023-10-23,Pune East,Lay's Chips 100g,Snacks,1374,1568.5,-194.5,IsoForest,0.47613006680545655,-0.02804175263164843
2023-09-25,Chennai West,Parle-G Biscuits,Snacks,1874,1800.75,73.2,IsoForest,-0.47562883280258306,-0.015943021363514998
2022-01-03,Pune East,Parle-G Biscuits,Snacks,1888,2131.0,-243.0,IsoForest,-0.4741385190518866,-0.01972392723583527
2024-01-29,Mumbai Central,Parle-G Biscuits,Snacks,1863,2173.0,-310.0,IsoForest,-0.47155147961477123,-0.02770797438543704
2024-02-19,Chennai West,Parle-G Biscuits,Snacks,1877,2058.0,-181.0,IsoForest,-0.46899777153891514,-0.033951233263121106
2023-12-11,Mumbai Central,Kurkure Snacks 200g,Snacks,1261,1496.0,-235.0,IsoForest,0.4681092117062786,-0.0059265604999151345
2022-12-19,Mumbai Central,Parle-G Biscuits,Snacks,2290,2402.25,-112.2,IsoForest,0.46693110736764554,-0.05786770956520837
2023-08-28,Chennai West,Parle-G Biscuits,Snacks,1878,2153.0,-275.0,IsoForest,-0.4667874177843592,-0.019019177682755406
2023-09-04,Pune East,Parle-G Biscuits,Snacks,1892,1861.5,30.5,IsoForest,-0.4655949695464769,-0.03272255561576598
2023-08-14,Mumbai Central,Parle-G Biscuits,Snacks,2288,1996.25,291.8,IsoForest,0.46253540438412133,-0.07291104238727186
2026-02-09,Pune East,Parle-G Biscuits,Snacks,1894,2297.0,-403.0,IsoForest,-0.46132319479377204,-0.019770045472669695
2025-02-10,Mumbai Central,Parle-G Biscuits,Snacks,1868,1998.25,-130.2,IsoForest,-0.4605622221559607,-0.06812758313656253
2023-04-24,Delhi North,Parle-G Biscuits,Snacks,1864,1756.75,107.2,IsoForest,-0.4574360146710798,-0.00935181434038368
2024-04-22,Bengaluru South,Parle-G Biscuits,Snacks,1853,1891.0,-38.0,IsoForest,-0.45644820683454895,-0.05306235289126582
2022-10-10,Bengaluru South,Lay's Chips 100g,Snacks,1378,1249.25,128.8,IsoForest,0.4550681790567966,-0.009007975993676864
2023-06-05,Pune East,Parle-G Biscuits,Snacks,1897,1533.25,363.8,IsoForest,-0.4549155326647148,-0.07749508755344237
2025-08-18,Delhi North,Parle-G Biscuits,Snacks,2293,2162.25,130.8,IsoForest,0.45464849919229505,-0.024913975368471508
2026-01-05,Pune East,Lay's Chips 100g,Snacks,1368,1469.25,-101.2,IsoForest,0.45388792727857447,-0.022293152834703678
2025-12-22,Pune East,Parle-G Biscuits,Snacks,2322,2804.25,-482.2,IsoForest,0.452836602285065,-0.07139780669547668
2022-10-24,Bengaluru South,Parle-G Biscuits,Snacks,2284,2303.25,-19.2,IsoForest,0.44985942743613894,-0.11369719108573861
2024-04-15,Mumbai Central,Parle-G Biscuits,Snacks,1874,1776.25,97.8,IsoForest,-0.44737511320538814,-0.04229937920876736
2024-12-09,Delhi North,Parle-G Biscuits,Snacks,1869,3096.0,-1227.0,IsoForest,-0.44680565903164654,-0.07689931242293668
2022-12-26,Chennai West,Parle-G Biscuits,Snacks,2291,2352.75,-61.8,IsoForest,0.44608868284725084,-0.04958478236578456
2023-11-27,Chennai West,Lay's Chips 100g,Snacks,1124,1806.25,-682.2,IsoForest,-0.4432206187939643,-0.008618206391174055
2022-12-26,Mumbai Central,Parle-G Biscuits,Snacks,1876,2365.25,-489.2,IsoForest,-0.44297941022186393,-0.029672901870588797
2024-02-12,Delhi North,Parle-G Biscuits,Snacks,1871,2051.25,-180.2,IsoForest,-0.44255351677587323,-0.0022436999682494685
2023-05-15,Pune East,Parle-G Biscuits,Snacks,1904,1793.0,111.0,IsoForest,-0.4399643210302478,-0.037673886400011125
2024-08-26,Mumbai Central,Parle-G Biscuits,Snacks,2277,2204.75,72.2,IsoForest,0.43835903797473824,-0.04459251625742655
2026-02-09,Delhi North,Parle-G Biscuits,Snacks,1873,2266.0,-393.0,IsoForest,-0.43830137452009993,-0.10142832626314358
2022-12-19,Bengaluru South,Parle-G Biscuits,Snacks,2278,2211.75,66.2,IsoForest,0.43724261582216184,-0.031246628544563615
2024-05-06,Mumbai Central,Parle-G Biscuits,Snacks,1880,1849.25,30.8,IsoForest,-0.4341880042548155,-0.0713163620380518
2025-01-06,Chennai West,Parle-G Biscuits,Snacks,2285,2566.0,-281.0,IsoForest,0.43282656031991507,-0.087856215639607
2025-09-15,Delhi North,Parle-G Biscuits,Snacks,1876,2176.5,-300.5,IsoForest,-0.43192316113643997,-0.03223531767108179
2023-12-11,Mumbai Central,Parle-G Biscuits,Snacks,2274,2628.75,-354.8,IsoForest,0.43176548349945193,-0.1078175465994502
2024-02-05,Chennai West,Parle-G Biscuits,Snacks,1894,2151.0,-257.0,IsoForest,-0.4314217577114639,-0.03354910588981286
2023-11-27,Delhi North,Parle-G Biscuits,Snacks,2282,2994.25,-712.2,IsoForest,0.43126171678554187,-0.11654669706186171
2025-02-03,Bengaluru South,Parle-G Biscuits,Snacks,1868,2328.25,-460.2,IsoForest,-0.4249061777996062,-0.010470635814799012
2024-10-14,Mumbai Central,Lay's Chips 100g,Snacks,1372,1414.0,-42.0,IsoForest,0.42486820963623795,-0.051486493116790655
2023-01-16,Chennai West,Parle-G Biscuits,Snacks,1897,2129.25,-232.2,IsoForest,-0.42479069644779605,-0.0051683801377868654
2025-01-20,Delhi North,Parle-G Biscuits,Snacks,1880,2240.5,-360.5,IsoForest,-0.42341887662489336,-0.05804673338129762
2023-08-14,Pune East,Parle-G Biscuits,Snacks,2308,1778.0,530.0,IsoForest,0.4229341790161311,-0.0384661238472529
2023-05-29,Pune East,Parle-G Biscuits,Snacks,1914,1503.0,411.0,IsoForest,-0.41860544726672355,-0.03830806129285391
2024-04-22,Pune East,Parle-G Biscuits,Snacks,2305,2015.5,289.5,IsoForest,0.4165265168870738,-0.04904264514662682
2023-04-03,Pune East,Parle-G Biscuits,Snacks,1916,1694.75,221.2,IsoForest,-0.4143336725140187,-0.010867595125226837
2023-09-25,Mumbai Central,Parle-G Biscuits,Snacks,1890,1898.25,-8.2,IsoForest,-0.41220948933719453,-0.031591851396697734
2025-08-25,Chennai West,Parle-G Biscuits,Snacks,2275,2292.25,-17.2,IsoForest,0.4107230227743555,-0.03159306686086727
2024-07-15,Delhi North,Parle-G Biscuits,Snacks,1886,1963.5,-77.5,IsoForest,-0.41066244985757344,-0.008272544848481167
2024-08-12,Chennai West,Parle-G Biscuits,Snacks,2273,2078.5,194.5,IsoForest,0.40630231526524363,-0.013105985032153544
2023-10-02,Delhi North,Parle-G Biscuits,Snacks,2269,1805.5,463.5,IsoForest,0.40362279212301533,-0.04072295674684734
2025-01-20,Bengaluru South,Parle-G Biscuits,Snacks,2262,2501.75,-239.8,IsoForest,0.4035977848515563,-0.05974281580913687
2023-07-31,Mumbai Central,Parle-G Biscuits,Snacks,2261,1748.5,512.5,IsoForest,0.40319341410654463,-0.011993890940469099
2024-09-23,Delhi North,Parle-G Biscuits,Snacks,1890,1976.0,-86.0,IsoForest,-0.4021581653460268,-0.06262842530685298
2022-12-05,Mumbai Central,Parle-G Biscuits,Snacks,2260,2619.0,-359.0,IsoForest,0.40099556261478253,-0.07606435466174433
2026-03-30,Bengaluru South,Parle-G Biscuits,Snacks,2260,2060.25,199.8,IsoForest,0.39939218098023055,-0.0018618191407429041
2024-06-17,Pune East,Parle-G Biscuits,Snacks,1923,1837.5,85.5,IsoForest,-0.39938246087955176,-0.03407944489911807
2024-12-23,Delhi North,Parle-G Biscuits,Snacks,1893,2555.0,-662.0,IsoForest,-0.3957799519623668,-0.11310465448190465
2025-06-30,Mumbai Central,Parle-G Biscuits,Snacks,2257,2182.0,75.0,IsoForest,0.3944020081394962,-0.02668581420985716
2023-09-25,Delhi North,Parle-G Biscuits,Snacks,1895,1805.75,89.2,IsoForest,-0.3915278097065935,-0.018636618626653334
2024-09-23,Chennai West,Lay's Chips 100g,Snacks,1139,1143.25,-4.2,IsoForest,-0.3908717268104252,-0.0038980160345305492
2023-08-28,Delhi North,Parle-G Biscuits,Snacks,1896,2140.75,-244.8,IsoForest,-0.38940173857870686,-0.0056967157861034234
2024-09-02,Delhi North,Parle-G Biscuits,Snacks,1896,2186.75,-290.8,IsoForest,-0.38940173857870686,-0.05533241392931143
2026-01-26,Delhi North,Parle-G Biscuits,Snacks,2262,2525.0,-263.0,IsoForest,0.38874029422780876,-0.06270292195077265
2025-04-14,Chennai West,Parle-G Biscuits,Snacks,2265,1825.0,440.0,IsoForest,0.38861948522879597,-0.08693940235387121
2026-03-23,Mumbai Central,Parle-G Biscuits,Snacks,1901,1935.25,-34.2,IsoForest,-0.3880331229278114,-0.02884036047597016
2025-01-27,Bengaluru South,Parle-G Biscuits,Snacks,2254,2397.75,-143.8,IsoForest,0.38677536936625345,-0.037010467674504444
2026-03-09,Bengaluru South,Parle-G Biscuits,Snacks,2253,1825.0,428.0,IsoForest,0.38467256743059064,-0.018213903900345496
2023-09-25,Pune East,Parle-G Biscuits,Snacks,1930,1833.25,96.8,IsoForest,-0.3844312492450848,-0.020526132543542186
2025-04-28,Pune East,Parle-G Biscuits,Snacks,1930,2199.75,-269.8,IsoForest,-0.3844312492450848,-0.004367982615423371
2024-05-13,Bengaluru South,Parle-G Biscuits,Snacks,1889,1878.5,10.5,IsoForest,-0.38074733715068637,-0.0015727828317362302
2022-10-10,Pune East,Lay's Chips 100g,Snacks,1348,1095.75,252.2,IsoForest,0.37974746218896743,-0.0437056471351247
2025-06-30,Delhi North,Parle-G Biscuits,Snacks,2257,2066.5,190.5,IsoForest,0.3781099385883755,-0.013217162152042716
2023-08-21,Pune East,Parle-G Biscuits,Snacks,1933,1910.0,23.0,IsoForest,-0.3780235871160275,-0.09907142201175168
2022-12-26,Delhi North,Parle-G Biscuits,Snacks,1902,2203.0,-301.0,IsoForest,-0.37664531181138694,-0.04640856686811501
2022-09-26,Delhi North,Parle-G Biscuits,Snacks,1902,1756.75,145.2,IsoForest,-0.37664531181138694,-0.018913130601587835
2024-01-15,Delhi North,Parle-G Biscuits,Snacks,2256,2314.0,-58.0,IsoForest,0.37598386746048884,-0.039655725443345835
2022-09-26,Mumbai Central,Parle-G Biscuits,Snacks,1908,1657.75,250.2,IsoForest,-0.3726481624854767,-0.009509758575165894
2026-01-26,Mumbai Central,Parle-G Biscuits,Snacks,2247,2310.5,-63.5,IsoForest,0.37242349322187523,-0.062397662425389355
2025-09-22,Pune East,Lay's Chips 100g,Snacks,1146,1181.5,-35.5,IsoForest,-0.3690712352160636,-0.025239596021594424
2026-04-06,Pune East,Parle-G Biscuits,Snacks,2282,2035.75,246.2,IsoForest,0.3674011072309681,-0.04268426767683364
2022-11-21,Chennai West,Lay's Chips 100g,Snacks,1356,1634.75,-278.8,IsoForest,0.36644224388477364,-0.0019071559310988029
2025-07-14,Mumbai Central,Parle-G Biscuits,Snacks,1912,2196.75,-284.8,IsoForest,-0.3638567565184283,-0.025968947246896912
2026-02-23,Pune East,Parle-G Biscuits,Snacks,1940,2055.5,-115.5,IsoForest,-0.36307237548156057,-0.03648758570166666
2023-06-19,Pune East,Parle-G Biscuits,Snacks,1940,1706.25,233.8,IsoForest,-0.36307237548156057,-0.016612288974166556
2023-10-09,Mumbai Central,Parle-G Biscuits,Snacks,2241,2024.0,217.0,IsoForest,0.35923638427130267,-0.08291871380453852
2025-06-16,Chennai West,Parle-G Biscuits,Snacks,2251,1989.0,262.0,IsoForest,0.3576745326650126,-0.04601879494716499
2026-02-23,Bengaluru South,Parle-G Biscuits,Snacks,1900,1869.0,31.0,IsoForest,-0.35761651585839505,-0.06701821081553572
2025-07-21,Pune East,Parle-G Biscuits,Snacks,2277,2118.0,159.0,IsoForest,0.356721670349206,-0.01865311522337898
2023-08-28,Pune East,Parle-G Biscuits,Snacks,1943,1902.25,40.8,IsoForest,-0.3566647133525033,-0.07832606849114998
2024-05-06,Delhi North,Parle-G Biscuits,Snacks,1912,1810.0,102.0,IsoForest,-0.3553846005325204,-0.06236189569519779
2025-08-18,Bengaluru South,Parle-G Biscuits,Snacks,2239,2135.0,104.0,IsoForest,0.3552333403313107,-0.09493691884911193
2021-12-27,Mumbai Central,Parle-G Biscuits,Snacks,1916,2160.0,-244.0,IsoForest,-0.35506535055137994,-0.006384129883977074
2025-07-07,Mumbai Central,Parle-G Biscuits,Snacks,2237,2190.25,46.8,IsoForest,0.35044497830425425,-0.028849907954298093
2026-02-02,Mumbai Central,Parle-G Biscuits,Snacks,1920,2277.25,-357.2,IsoForest,-0.34627394458433153,-0.020121363790061575
2026-01-19,Mumbai Central,Parle-G Biscuits,Snacks,2235,2327.25,-92.2,IsoForest,0.34604927532073004,-0.051180987718475346
2024-01-08,Mumbai Central,Parle-G Biscuits,Snacks,1921,2316.25,-395.2,IsoForest,-0.3440760930925694,-0.007432601101698855
2022-12-26,Bengaluru South,Parle-G Biscuits,Snacks,2233,2184.25,48.8,IsoForest,0.3426165287173336,-0.028984500143477976
2026-03-09,Delhi North,Parle-G Biscuits,Snacks,2239,1812.0,427.0,IsoForest,0.3398406582864157,-0.0013421912198727792
2025-04-07,Pune East,Parle-G Biscuits,Snacks,2269,1977.25,291.8,IsoForest,0.3396345713383866,-0.018200205526805124
2023-08-21,Mumbai Central,Parle-G Biscuits,Snacks,2232,2072.0,160.0,IsoForest,0.33945572084544373,-0.10757077775278123
2024-01-22,Delhi North,Parle-G Biscuits,Snacks,2238,2286.5,-48.5,IsoForest,0.33771458715852903,-0.026720970610348393
2024-09-16,Mumbai Central,Parle-G Biscuits,Snacks,1924,1928.75,-4.8,IsoForest,-0.3374825386172831,-0.08564413128410486
2024-09-16,Bengaluru South,Parle-G Biscuits,Snacks,1911,2042.0,-131.0,IsoForest,-0.3344856945661037,-0.02428945815950878
2026-03-23,Bengaluru South,Parle-G Biscuits,Snacks,1912,2057.25,-145.2,IsoForest,-0.33238289263044085,-0.0002793343784853741
2022-06-27,Bengaluru South,Parle-G Biscuits,Snacks,1912,1638.25,273.8,IsoForest,-0.33238289263044085,-0.03404236201081223
2022-12-26,Pune East,Parle-G Biscuits,Snacks,2262,2266.25,-4.2,IsoForest,0.32468335970391965,-0.0456368380900013
2025-08-25,Bengaluru South,Parle-G Biscuits,Snacks,2224,2153.5,70.5,IsoForest,0.323691311296368,-0.04743705188041436
2025-02-03,Delhi North,Parle-G Biscuits,Snacks,1927,2179.75,-252.8,IsoForest,-0.32349353361422056,-0.01331593558693367
2025-06-02,Mumbai Central,Parle-G Biscuits,Snacks,2224,1889.5,334.5,IsoForest,0.32187290891134696,-0.004166123193807381
2023-11-13,Chennai West,Kurkure Snacks 200g,Snacks,1067,1495.5,-428.5,IsoForest,-0.31997105705268053,-0.012112484263720802
2022-01-03,Chennai West,Parle-G Biscuits,Snacks,1946,2162.25,-216.2,IsoForest,-0.31648336247455416,-0.014950082313186952
2022-12-19,Pune East,Parle-G Biscuits,Snacks,2258,2378.5,-120.5,IsoForest,0.31613981019850995,-0.0677249087681644
2025-01-20,Pune East,Parle-G Biscuits,Snacks,1963,2438.5,-475.5,IsoForest,-0.31394696582545484,-0.06769476456933299
2023-07-24,Pune East,Parle-G Biscuits,Snacks,1964,1835.75,128.2,IsoForest,-0.31181107844910244,-0.02928930776449401
2025-04-07,Mumbai Central,Parle-G Biscuits,Snacks,2219,1929.25,289.8,IsoForest,0.31088365145253644,-0.04104849630664431
2022-12-19,Delhi North,Parle-G Biscuits,Snacks,2222,2333.75,-111.8,IsoForest,0.3036974491123426,-0.0811066567281088
2025-07-28,Pune East,Parle-G Biscuits,Snacks,2252,2157.25,94.8,IsoForest,0.3033244859403954,-0.041195677144285514
2024-01-29,Chennai West,Parle-G Biscuits,Snacks,2225,2125.25,99.8,IsoForest,0.3002053350465577,-0.02163090430943193
2023-01-09,Mumbai Central,Parle-G Biscuits,Snacks,1941,2199.0,-258.0,IsoForest,-0.3001190632573274,-0.031735015716643944
2024-08-05,Mumbai Central,Parle-G Biscuits,Snacks,2213,1874.5,338.5,IsoForest,0.2976965425019638,-0.012002366645133766
2025-06-09,Bengaluru South,Parle-G Biscuits,Snacks,2211,1984.0,227.0,IsoForest,0.29635488613275096,-0.000422580370105452
2025-09-15,Pune East,Parle-G Biscuits,Snacks,2248,2152.75,95.2,IsoForest,0.2947809364349857,-0.044765715316362864
2022-12-05,Pune East,Parle-G Biscuits,Snacks,1972,2538.5,-566.5,IsoForest,-0.29472397943828305,-0.07142510753203246
2025-06-09,Mumbai Central,Parle-G Biscuits,Snacks,2211,1965.0,246.0,IsoForest,0.29330083951843966,-0.012682013449167084
2025-03-10,Bengaluru South,Parle-G Biscuits,Snacks,1932,1774.25,157.8,IsoForest,-0.2903268539171839,-0.005396102766415667
2023-01-02,Bengaluru South,Parle-G Biscuits,Snacks,1932,2153.25,-221.2,IsoForest,-0.2903268539171839,-0.01579895017194788
2024-01-29,Bengaluru South,Parle-G Biscuits,Snacks,1932,2046.0,-114.0,IsoForest,-0.2903268539171839,-0.04657957929296941
2024-04-15,Chennai West,Parle-G Biscuits,Snacks,2220,1848.25,371.8,IsoForest,0.2891535662737779,-0.03578325810283678
2025-07-07,Delhi North,Parle-G Biscuits,Snacks,2214,2107.5,106.5,IsoForest,0.2866888800892493,-0.012595588347364739
2025-09-01,Chennai West,Parle-G Biscuits,Snacks,1961,2324.0,-363.0,IsoForest,-0.2833280561562148,-0.035623915576612264
2026-01-12,Pune East,Parle-G Biscuits,Snacks,2242,2482.75,-240.8,IsoForest,0.28196561217687116,-0.05364569828328092
2023-12-18,Chennai West,Parle-G Biscuits,Snacks,1962,2625.75,-663.8,IsoForest,-0.28111770240165884,-0.09192529318548137
2022-08-15,Delhi North,Parle-G Biscuits,Snacks,1947,1838.75,108.2,IsoForest,-0.2809721110564875,-0.01722659271655136
2022-10-10,Delhi North,Parle-G Biscuits,Snacks,2211,2021.75,189.2,IsoForest,0.28031066670558935,-0.12607552788729892
2024-10-21,Mumbai Central,Lay's Chips 100g,Snacks,1332,1470.5,-138.5,IsoForest,0.2799773799319394,-0.020682848639566043
2026-03-30,Pune East,Parle-G Biscuits,Snacks,2241,1888.5,352.5,IsoForest,0.27982972480051876,-0.002930066999041636
2024-08-19,Chennai West,Parle-G Biscuits,Snacks,1963,2164.75,-201.8,IsoForest,-0.2789073486471029,-0.008907824607684023
2023-01-09,Chennai West,Parle-G Biscuits,Snacks,1963,2269.25,-306.2,IsoForest,-0.2789073486471029,-0.03142879397547327
2022-01-17,Delhi North,Parle-G Biscuits,Snacks,1948,1899.0,49.0,IsoForest,-0.27884603992860085,-0.04486993018006935
2024-07-29,Pune East,Parle-G Biscuits,Snacks,2240,2015.5,224.5,IsoForest,0.2776938374241663,-0.018056945128611335
2023-08-07,Chennai West,Parle-G Biscuits,Snacks,2214,1985.75,228.2,IsoForest,0.2758914437464422,-0.008879677924916285
2023-01-02,Pune East,Parle-G Biscuits,Snacks,1981,2210.25,-229.2,IsoForest,-0.27550099305111125,-0.025413387556822542
2026-01-05,Chennai West,Parle-G Biscuits,Snacks,1965,2790.25,-825.2,IsoForest,-0.274486641137991,-0.04977434947211845
